X,Y,Color,Radius,A,B,C
6358.7,5835.26,1,1,4155.240244,1,99.436974
6403.06,5836.5,1,1,4155.765214,1,101.405167
6645.16,6061.47,1,1,4156.290203,1,101.160309
6393.53,7223.73,1,1,4156.847843,0.687252,101.104515
6026.37,6827.61,1,1,4157.635246,0.831554,99.661247
5945.7,6501.98,1,1,4158.258559,0.829447,98.195824
6056.49,6430.5,1,1,4158.783486,0.727205,98.971069
6123.41,6286.29,1,1,4159.308419,0.55733,96.735107
6299.91,6089.71,1,1,4159.866056,0.844616,100.107651
6433.12,6010.55,1,1,4160.489444,0.810813,103.656067
6347.61,5862.82,1,1,4161.014298,0.954428,102.150085
6300.91,5993.16,1,1,4161.539212,0.849108,98.465698
6223.98,6035.66,1,1,4162.096903,1,95.994972
6226.64,5978.26,1,1,4162.621816,0.977768,95.122803
6156.67,6036.53,1,1,4163.146729,0.758469,91.711548
5914.98,6354.12,1,1,4163.671706,1,94.440865
5836.81,6491.34,1,1,4164.196712,0.917323,100.038315
6091.19,6710.48,1,1,4164.88569,1,102.719627
6028.85,6481.9,1,1,4165.410626,0.619151,103.601074
6064.01,6426.76,1,1,4166.001212,0.833889,98.152679
6194.28,6753.14,1,1,4166.526179,1,99.384384
6137.47,6635.3,1,1,4167.051198,0.767812,98.736992
5533.54,5204.24,1,1,4168.429117,0.561592,100.465317
5533.31,5483.47,1,1,4169.446079,0.822934,96.395653
5623.53,5691.64,1,1,4169.971041,0.994295,96.207924
5602.5,5310.34,1,1,4170.561612,0.762193,98.264824
5652.25,6062.34,1,1,4171.086507,0.991634,98.868423
5933.36,6015.17,1,1,4171.775559,0.829268,98.998215
6083.47,6109.71,1,1,4172.300441,0.587156,103.877762
6071.7,6049.28,1,1,4172.825364,1,97.851837
6078.37,6044.88,1,1,4173.350271,0.825299,103.209274
5938.73,6128.21,1,1,4173.875204,0.813541,97.673302
6110.15,6140.2,1,1,4174.400121,0.698878,96.849762
6075.94,5925.78,1,1,4175.15476,0.801477,93.791641
5724.27,6574.43,1,1,4175.843702,0.888042,95.868172
5126.25,6528.96,1,1,4177.057522,0.401159,99.698441
5999.74,6011.68,1,1,4178.0745,0.692865,100.76429
6182.35,5867.77,1,1,4178.5994,0.858202,100.674362
6481.25,5948.35,1,1,4179.124256,1,101.444695
6349.74,5936.04,1,1,4179.649142,0.874947,100.44104
7325.18,5464.67,1,1,4180.173999,1,103.17495
6750.66,4052.1,1,1,4181.190915,0.370265,77.887901
5813.14,6249.99,1,1,4182.339128,0.628265,111.991348
5100.16,7319.39,1,1,4183.421908,0.706387,94.45372
6421.88,6635.44,1,1,4185.193574,0.821738,94.452316
6850.97,3800.76,1,1,4186.801135,0.575458,73.658791
5824.83,6989.54,1,1,4187.555814,0.703543,110.9431
5798.29,3530.61,1,1,4188.933832,0.684825,118.311142
5809.37,3488.7,1,1,4189.852436,0.686312,111.193802
5820.39,3915.84,1,1,4190.869441,0.590463,113.951744
5718.3,3563.84,1,1,4192.08341,0.730774,114.444366
